SPNWR_ID,Date,SpeciesCode,OriginalTagID,CaptureType,ActivityLocation,Result,Y Laid,Y Buried,Yless Laid,Yless Buried,Date Emerg,Time Emerg,Date Excav,Time Excav,NestConfirmed,NestWashedOut,NestNotFound,PredatedType,PredatedWhen,PredatedEggs,PredatedHatchlings,L Hatch,LiveEmergedHatchlings,DateLHatchReleased,TimeLHatchReleased,HatchlingReleaseLocation,EmergedHatchlingsDead,EmergedHatchlingsDeadReason,EmergedHatchlingsAlive,HatchlingsTakenForIncubation,HatchlingsReleased,D Hatch,NestHatchlingsDeadReason,Yolkless,Hatched shell,Full term pipped live,Full term pipped dead,FTU-Live,Full term unpipped dead,Mid Pig Body,Pre-midterm (pigmented eye),Undeveloped,UnFertilized,UNKNOWN,Total unhatched,Total eggs,Hatch success (%),H-Deformed,UH-Deformed_Albino,UH-Deformed_Twins,UH-Deformed_Other,Relocated
1469,4/4/2012,Dc,YYL943,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1470,4/5/2012,Dc,SPP067,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1471,4/5/2012,Dc,YYL605,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1472,4/4/2012,Dc,KL4,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1473,4/4/2012,Dc,TTZ456,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1474,4/4/2012,Dc,AAG996,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1487,4/5/2012,Dc,YYL711,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1488,4/7/2012,Dc,YYX090,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1489,4/7/2012,Dc,MJ191,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1490,4/8/2012,Dc,SPP073,,,Dry Run,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1491,4/9/2012,Dc,AAR586,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1492,4/9/2012,Dc,AAV694,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1493,4/10/2012,Dc,XXZ112,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1494,4/10/2012,Dc,SPP040,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1495,4/9/2012,Dc,TTZ428,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1496,4/9/2012,Dc,AAR264,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1497,4/9/2012,Dc,KL49,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1498,4/8/2012,Dc,SPP066,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1499,4/8/2012,Dc,AAL249,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1500,3/27/2012,Dc,YYX000,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1502,4/10/2012,Dc,PPQ148,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1503,4/10/2012,Dc,AAG908,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1504,4/10/2012,Dc,YYL710,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1505,4/12/2012,Dc,AAR261,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1506,4/12/2012,Dc,AAR583,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1507,4/11/2012,Dc,YYX111,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1508,4/11/2012,Dc,YYX158,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1509,4/12/2012,Dc,AAV522,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1510,4/13/2012,Dc,AAG322,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1511,4/13/2012,Dc,XXZ117,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1512,4/12/2012,Dc,SPP069,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1513,4/13/2012,Dc,YYX000,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1514,4/13/2012,Dc,AAV550,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1515,4/14/2012,Dc,YYL943,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1516,4/13/2012,Dc,MJ188,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1517,4/14/2012,Dc,KL111,,,Dry Run,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1518,4/14/2012,Dc,AAG996,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1519,4/15/2012,Dc,YYL884,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1520,4/15/2012,Dc,MK50,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1521,4/13/2012,Dc,SPP045,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1522,4/15/2012,Dc,KL34,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1523,4/13/2012,Dc,AAR591,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1525,4/17/2012,Dc,SPP070,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1526,4/10/2012,Dc,XXZ059,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1527,4/16/2012,Dc,YYX090,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1528,4/15/2012,Dc,AAC374,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1529,4/19/2012,Dc,55889047,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1530,4/20/2012,Dc,AAR586,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1531,4/20/2012,Dc,AAV651,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1532,4/19/2012,Dc,MJ191,,,Dry Run,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1533,4/20/2012,Dc,YYX178,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1534,4/19/2012,Dc,XXZ112,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1535,4/11/2012,Dc,YYL721,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1536,4/20/2012,Dc,AAL249,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1537,4/20/2012,Dc,YYX158,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1538,4/22/2012,Dc,YYL721,,,Dry Run,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1539,4/20/2012,Dc,AAG908,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1540,4/20/2012,Dc,MJ191,,,Dry Run,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1541,4/20/2012,Dc,MJ191,,,Dry Run,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1542,4/21/2012,Dc,AAR261,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1543,4/21/2012,Dc,YYX111,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1544,4/21/2012,Dc,MJ191,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1545,4/22/2012,Dc,TTZ345,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1546,4/22/2012,Dc,AAV522,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1547,4/22/2012,Dc,XXZ059,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1548,4/22/2012,Dc,AAR264,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1549,4/23/2012,Dc,YYL943,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1550,4/23/2012,Dc,AAV550,,,Dry Run,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1551,4/23/2012,Dc,TTZ428,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1552,4/22/2012,Dc,AAR264,,,Dry Run,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1553,4/23/2012,Dc,YYX000,,,Dry Run,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1555,4/22/2012,Dc,XXZ117,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1556,4/24/2012,Dc,SPP045,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1557,4/24/2012,Dc,SPP075,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1558,4/24/2012,Dc,SPP077,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1559,4/24/2012,Dc,YYL721,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1560,4/24/2012,Dc,AAV510,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1562,4/24/2012,Dc,TTZ456,,,Track Only,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1563,4/24/2012,Dc,AAG996,,,Dry Run,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1564,4/24/2012,Dc,MK50,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1565,4/25/2012,Dc,AAR577,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1566,4/26/2012,Dc,AAR591,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1567,4/26/2012,Dc,YYL884,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1568,4/25/2012,Dc,TTZ456,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1569,4/26/2012,Dc,SPP060,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1570,4/26/2012,Dc,AAV685,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1571,4/26/2012,Dc,YYX090,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1572,4/26/2012,Dc,SPP047,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1573,3/26/2012,Dc,SPP079,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1575,4/26/2012,Dc,SPP067,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1576,4/24/2012,Dc,UUK803,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1577,4/23/2012,Dc,SPP073,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1578,4/21/2012,Dc,AAR583,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1582,4/29/2012,Dc,YYX178,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1583,4/28/2012,Dc,XXZ468,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1585,4/29/2012,Dc,PPQ148,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1586,4/29/2012,Dc,SPP102,,,Dry Run,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1587,4/30/2012,Dc,YYX138,,,Dry Run,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1588,4/30/2012,Dc,YYX138,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1589,4/29/2012,Dc,AAV651,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1590,4/30/2012,Dc,YYX158,,,Dry Run,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1591,4/29/2012,Dc,AAR261,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1592,4/29/2012,Dc,AAG908,,,Dry Run,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1593,4/29/2012,Dc,55889047,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1594,4/28/2012,Dc,SPP070,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1595,4/30/2012,Dc,MJ191,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1596,4/30/2012,Dc,AAG908,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1597,4/30/2012,Dc,KL49,,,Dry Run,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1598,4/30/2012,Dc,YYX158,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1599,5/1/2012,Dc,SPP102,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1600,5/1/2012,Dc,AAR264,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1601,4/30/2012,Dc,AAR583,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1602,4/30/2012,Dc,XXZ473,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1603,5/1/2012,Dc,YYX111,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1604,5/2/2012,Dc,XXZ059,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1605,5/1/2012,Dc,YYL943,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1607,5/2/2012,Dc,AAV522,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1608,5/3/2012,Dc,SPP073,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1609,5/3/2012,Dc,AAR586,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1610,5/3/2012,Dc,TTZ428,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1611,5/4/2012,Dc,SPP051,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1612,5/5/2012,Dc,KL34,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1613,5/5/2012,Dc,XXZ168,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1614,5/5/2012,Dc,YYL884,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1615,5/6/2012,Dc,SPP079,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1616,5/5/2012,Dc,YYL721,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1617,5/5/2012,Dc,YYX090,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1618,5/6/2012,Dc,AAR591,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1619,5/7/2012,Dc,TTZ400,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1620,5/8/2012,Dc,AAR261,,,Dry Run,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1621,5/7/2012,Dc,SPP061,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1623,5/8/2012,Dc,YYX178,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1624,5/9/2012,Dc,YYX189,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1625,5/11/2012,Dc,YYX111,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1626,5/13/2012,Dc,SPP075,,,Probable Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1627,5/13/2012,Dc,TTZ428,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1628,5/14/2012,Dc,SPP072,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1629,5/18/2012,Dc,AAR261,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1630,5/17/2012,Dc,YYX178,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1631,5/17/2012,Dc,AAL249,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1632,5/16/2012,Dc,SPP051,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1635,5/16/2012,Dc,SPP061,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1637,5/15/2012,Dc,YYL884,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1638,5/16/2012,Dc,XXZ168,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1639,5/14/2012,Dc,SPP090,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1640,5/15/2012,Dc,SPP079,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1641,5/15/2012,Dc,XXZ168,,,Dry Run,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1642,5/15/2012,Dc,AAR591,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1643,5/14/2012,Dc,SPP082,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1644,5/15/2012,Dc,KL34,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1646,5/12/2012,Dc,SPP103,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1647,5/12/2012,Dc,SPP052,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1648,5/13/2012,Dc,SPP110,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1649,5/12/2012,Dc,AAR586,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1650,5/13/2012,Dc,YYL721,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1651,5/13/2012,Dc,YYX158,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1652,5/12/2012,Dc,AAC374,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1653,5/9/2012,Dc,SPP042,,,Dry Run,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1654,5/9/2012,Dc,55889047,,,Lay,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
