SPNWR_ID,DateOfActivity,SpeciesCode,OriginalTagID,CaptureType,ActivityLocation,Result,Y Laid,Y Buried,Yless Laid,Yless Buried,Date Emerg,Time Emerg,Date Excav,Time Excav,NestConfirmed,NestWashedOut,NestNotFound,PredatedType,PredatedWhen,PredatedEggs,PredatedHatchlings,L Hatch,LiveEmergedHatchlings,DateLHatchReleased,TimeLHatchReleased,HatchlingReleaseLocation,EmergedHatchlingsDead,EmergedHatchlingsDeadReason,EmergedHatchlingsAlive,HatchlingsTakenForIncubation,HatchlingsReleased,D Hatch,NestHatchlingsDeadReason,Yolkless,Hatched shell,Full term pipped dead,Full term pipped live,Full term unpipped dead,FTU-Live,PB-E,PB-L,PE-E,PE-L,Undeveloped,UnFertilized,UNPIG,UNKNOWN,Total unhatched,Total eggs,Hatch success (%),H-Deformed,UH-Deformed_Albino,UH-Deformed_Twins,UH-Deformed_Other
5839,4/7/1988,Dc,VI1286,Nesting,Sandy Point,Relocate,45,45,35,35,6/7/1988,,6/7/1988,,TRUE,FALSE,FALSE,,,,,0,15,,,,,,,,,2,,35,35,1,0,1,0,0,0,0,0,3,0,0,0,5,40,87.5,0,0,0,0
6087,6/10/1988,Dc,VI1288,Nesting,Sandy Point,Relocate,71,71,22,22,,,8/15/1988,,TRUE,FALSE,FALSE,,,,,0,0,,,,,,,,,0,,21,50,0,0,1,0,2,0,0,0,17,0,0,0,20,70,71.4,0,0,0,0
11507,5/7/2000,Dc,VI1291,Nesting,Sandy Point,Relocate,93,93,31,31,7/6/2000,19:00:00,7/6/2000,,TRUE,FALSE,FALSE,,,,,0,21,,,,,,,,,6,,15,45,14,0,3,0,0,0,3,0,26,0,4,0,50,95,47.4,8,0,0,0
207,5/10/2002,Dc,VI1291,Nesting,Sandy Point,In Situ,,,,,7/8/2002,,7/9/2002,,TRUE,FALSE,FALSE,,,,,0,16,,,,0,,,,,2,,29,69,15,0,4,0,0,0,0,0,7,0,0,0,26,95,72.6,0,0,0,0
11620,5/18/2000,Dc,VI1291,Nesting,Sandy Point,Relocate,92,92,35,35,7/18/2000,20:45:00,7/18/2000,,TRUE,FALSE,FALSE,,,,,0,8,,,,,,,,,1,,26,35,33,0,14,0,0,0,0,0,10,0,0,0,57,92,38.0,0,0,0,0
5937,5/13/1988,Dc,VI1291,Nesting,Sandy Point,Relocate,99,98,30,30,7/15/1988,,7/15/1988,,TRUE,FALSE,FALSE,,,,,0,1,,,,,,,,,0,,25,51,2,0,1,0,0,0,0,0,37,0,0,0,40,91,56.0,0,0,0,0
16823,5/14/2009,Dc,VI1291,Nesting,Sandy Point,In Situ,,,,,,,7/23/2009,,FALSE,FALSE,FALSE,,,,,0,1,,,,0,,,,,0,,27,51,24,0,1,0,0,0,0,0,4,0,,9,38,89,57.3,0,0,0,0
11260,4/14/2000,Dc,VI1291,Nesting,Sandy Point,In Situ,,,,,6/16/2000,21:00:00,6/16/2000,,TRUE,FALSE,FALSE,,,,,0,13,,,,,,,,,2,,26,52,6,0,2,0,0,5,3,0,9,0,0,9,34,86,60.5,2,0,0,0
13632,6/13/2006,Dc,VI1291,Nesting,Sandy Point,In Situ,,,,,8/9/2006,,8/1/2006,,FALSE,FALSE,FALSE,None,,0,,0,17,,,,0,,0,0,0,0,,12,17,2,0,2,0,24,7,11,8,11,0,0,3,68,85,20.0,0,0,1,0
657,5/19/2002,Dc,VI1291,Nesting,Sandy Point,Relocate,86,86,32,,,,7/23/2002,,TRUE,FALSE,FALSE,,,,,0,14,,,,0,,,,,2,,25,33,30,0,10,0,1,1,1,0,6,0,0,3,52,85,38.8,0,0,0,0
11777,6/12/2000,Dc,VI1291,Nesting,Sandy Point,In Situ,,,,,8/9/2000,21:00:00,8/9/2000,,TRUE,FALSE,FALSE,,,,,0,5,,,,,,,,,4,,17,50,8,0,8,0,0,1,3,0,9,0,0,4,33,83,60.2,2,0,0,0
11713,5/27/2000,Dc,VI1291,Nesting,Sandy Point,In Situ,,,,,7/26/2000,20:30:00,7/26/2000,,TRUE,FALSE,FALSE,,,,,0,10,,,,,,,,,2,,33,63,5,0,2,0,0,0,6,0,5,0,0,1,19,82,76.8,2,0,0,0
6102,6/14/1988,Dc,VI1291,Nesting,Sandy Point,Relocate,80,80,35,35,,,8/18/1988,,TRUE,FALSE,FALSE,,,,,0,1,,,,,,,,,2,,30,39,8,0,1,0,0,0,0,0,33,0,0,0,42,81,48.1,0,0,0,0
11381,4/27/2000,Dc,VI1291,Nesting,Sandy Point,Relocate,87,87,34,34,6/29/2000,,6/29/2000,,TRUE,FALSE,FALSE,,,,,0,2,,,,,,,,,7,,32,45,7,0,1,0,0,2,7,0,17,0,0,1,35,80,56.3,0,0,0,0
8416,6/3/1995,Dc,VI1291,Nesting,Sandy Point,Relocate,79,79,20,20,7/31/1995,,8/1/1995,,TRUE,FALSE,FALSE,,,,,0,14,,,,6,,,,,1,,20,30,14,0,18,0,0,1,5,0,10,0,1,0,49,79,38.0,0,0,0,0
6054,6/3/1988,Dc,VI1291,Nesting,Sandy Point,In Situ,78,,33,,8/3/1988,,8/3/1988,,TRUE,FALSE,FALSE,,,,,0,3,,,,,,,,,1,,33,55,1,0,0,0,0,0,0,0,22,0,0,0,23,78,70.5,0,0,0,0
815,5/30/2002,Dc,VI1291,Nesting,Sandy Point,In Situ,,,,,7/24/2002,,7/26/2002,,TRUE,FALSE,FALSE,,,,,0,15,,,,0,,,,,7,,32,63,7,0,4,0,0,0,0,0,2,0,0,1,14,77,81.8,0,0,0,0
8927,4/13/1997,Dc,VI1291,Nesting,Sandy Point,Relocate,77,77,33,33,6/17/1997,,6/17/1997,,TRUE,FALSE,FALSE,,,,,0,13,,,,15,,,,,2,,35,52,12,0,5,0,0,1,0,0,3,0,0,3,24,76,68.4,0,0,0,0
189,4/10/2002,Dc,VI1291,Nesting,Sandy Point,Relocate,72,72,35,,6/14/2002,,6/22/2002,,TRUE,FALSE,FALSE,,,,,0,0,,,,0,,,,,0,,34,45,19,0,1,0,0,0,1,0,5,0,0,4,30,75,60.0,0,0,0,0
8353,5/21/1995,Dc,VI1291,Nesting,Sandy Point,Relocate,74,74,38,38,7/21/1995,,7/23/1995,,TRUE,FALSE,FALSE,,,,,0,24,,,,,,,,,0,,32,34,12,0,18,0,0,1,1,0,4,0,3,1,40,74,45.9,0,0,0,0
5912,5/5/1988,Dc,VI1291,Nesting,Sandy Point,In Situ,74,,30,,7/3/1988,,7/3/1988,,TRUE,FALSE,FALSE,,,,,0,4,,,,,,,,,0,,42,45,2,0,1,0,2,0,0,0,24,0,0,0,29,74,60.8,0,0,0,0
185,4/21/2002,Dc,VI1291,Nesting,Sandy Point,In Situ,,,,,,,7/2/2002,,TRUE,FALSE,FALSE,,,,,0,1,,,,0,,,,,1,,21,50,1,0,19,0,1,1,0,0,0,0,0,0,22,72,69.4,0,0,0,0
9521,5/31/1997,Dc,VI1291,Nesting,Sandy Point,Relocate,86,86,28,28,,,8/3/1997,,TRUE,FALSE,FALSE,,,,,0,17,,,,,,,,,2,,33,19,33,0,2,0,0,0,0,0,9,0,2,2,48,67,28.4,0,0,0,0
7182,5/28/1993,Dc,VI1291,Nesting,Sandy Point,In Situ,0,0,0,0,7/29/1993,,7/29/1993,,TRUE,FALSE,FALSE,,,,,0,3,,,,,,,,,0,,39,54,5,0,0,0,0,1,1,0,1,0,2,3,13,67,80.6,0,0,0,0
5635,4/9/1988,Dc,VI1291,Nesting,Sandy Point,Relocate,69,68,10,10,6/7/1988,,6/7/1988,,TRUE,FALSE,FALSE,,,,,0,6,,,,,,,,,1,,8,26,2,0,1,0,7,0,0,0,31,0,0,0,41,67,38.8,0,0,0,0
5981,5/24/1988,Dc,VI1291,Nesting,Sandy Point,In Situ,65,,38,,7/22/1988,,7/22/1988,,TRUE,FALSE,FALSE,,,,,0,4,,,,,,,,,0,,42,48,0,0,0,0,1,0,0,0,15,0,0,0,16,64,75.0,0,0,0,0
5874,4/23/1988,Dc,VI1291,Nesting,Sandy Point,Relocate,62,62,34,34,,,6/27/1988,,TRUE,FALSE,FALSE,,,,,0,0,,,,,,,,,0,,33,25,0,0,0,0,6,0,0,0,31,0,0,0,37,62,40.3,0,0,0,0
13213,4/4/2006,Dc,VI1291,Nesting,Sandy Point,In Situ,,,,,,,6/8/2006,,FALSE,FALSE,FALSE,None,,0,,0,0,,,,1,Unknown,0,0,0,0,,25,26,2,0,12,0,2,8,1,0,8,0,0,2,35,61,42.6,0,0,0,0
8187,4/23/1995,Dc,VI1291,Nesting,Sandy Point,In Situ,,,,,6/21/1995,,6/21/1995,,TRUE,FALSE,FALSE,,,,,0,6,,,,,,,,,0,,7,40,1,0,0,0,0,0,0,0,3,0,0,4,8,48,83.3,0,0,0,0
7947,5/2/1995,Dc,VI1291,Nesting,Sandy Point,In Situ,,,,,7/2/1995,,7/2/1995,,TRUE,FALSE,FALSE,,,,,0,16,,,,,,,,,0,,0,20,0,0,9,0,0,2,0,0,4,0,0,0,15,35,57.1,0,0,0,0
13554,6/2/2006,Dc,VI1291,Nesting,Sandy Point,In Situ,,,,,,,8/3/2006,,FALSE,FALSE,FALSE,None,,0,,0,0,,,,0,,0,0,0,0,,50,12,0,0,4,0,1,1,0,0,0,0,0,0,6,18,66.7,0,0,0,0
9137,5/6/1997,Dc,VI1291,Nesting,Sandy Point,Relocate,82,82,22,22,7/5/1997,20:30:00,7/5/1997,,TRUE,FALSE,FALSE,,,,,0,13,,,,0,,,,,0,,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,13,100.0,0,0,0,0
7646,4/6/1994,Dc,VI1292,Nesting,Sandy Point,In Situ,0,0,0,0,6/12/1994,,6/14/1994,,TRUE,FALSE,FALSE,,,,,0,1,,,,,,,,,1,,10,77,4,0,4,0,0,0,0,0,12,0,1,2,23,100,77.0,0,0,0,0
7776,5/6/1994,Dc,VI1292,Nesting,Sandy Point,Relocate,96,96,53,53,,,7/5/1994,,TRUE,FALSE,FALSE,,,,,0,0,,,,,,,,,11,,49,60,24,0,0,0,0,1,1,0,1,0,0,2,29,89,67.4,0,0,0,0
5906,5/4/1988,Dc,VI1292,Nesting,Sandy Point,In Situ,79,79,47,47,7/3/1988,,7/4/1988,,TRUE,FALSE,FALSE,,,,,0,7,,,,,,,,,7,,53,67,11,0,0,0,0,0,0,0,4,0,0,0,15,82,81.7,0,0,0,0
5932,5/12/1988,Dc,VI1292,Nesting,Sandy Point,In Situ,78,,40,,7/12/1988,,7/12/1988,,TRUE,FALSE,FALSE,,,,,0,5,,,,,,,,,3,,40,44,18,0,1,0,1,0,0,0,14,0,0,0,34,78,56.4,0,0,0,0
5966,5/21/1988,Dc,VI1292,Nesting,Sandy Point,In Situ,77,,59,,,,7/23/1988,,TRUE,FALSE,FALSE,,,,,0,0,,,,,,,,,1,,58,72,1,0,0,0,0,0,0,0,4,0,0,0,5,77,93.5,0,0,0,0
8019,6/10/1994,Dc,VI1292,Nesting,Sandy Point,Relocate,80,80,56,56,8/9/1994,,8/11/1994,,TRUE,FALSE,FALSE,,,,,0,13,,,,,,,,,2,,0,15,7,0,42,0,0,5,0,0,7,0,0,0,61,76,19.7,0,0,0,0
7548,4/17/1994,Dc,VI1292,Nesting,Sandy Point,Relocate,76,76,49,49,6/19/1994,,6/19/1994,,TRUE,FALSE,FALSE,,,,,0,48,,,,,,,,,15,,43,68,3,0,1,0,0,2,0,0,1,0,0,1,8,76,89.5,0,0,0,0
5876,4/24/1988,Dc,VI1292,Nesting,Sandy Point,In Situ,102,,57,,6/24/1988,,6/25/1988,,TRUE,FALSE,FALSE,,,,,0,2,,,,,,,,,4,,38,68,0,0,2,0,1,0,0,0,2,0,0,0,5,73,93.2,0,0,0,0
6677,5/17/1991,Dc,VI1292,Nesting,Sandy Point,In Situ,79,0,38,0,7/20/1991,,7/20/1991,,TRUE,FALSE,FALSE,,,,,0,2,,,,,,,,,2,,41,52,14,0,0,0,0,0,1,0,2,0,0,2,19,71,73.2,0,0,0,0
6834,6/24/1991,Dc,VI1292,Nesting,Sandy Point,In Situ,83,,38,,8/25/1991,,8/25/1991,,TRUE,FALSE,FALSE,,,,,0,1,,,,,,,,,0,,42,51,3,0,1,0,0,0,2,0,7,0,0,7,20,71,71.8,0,0,0,0
6111,6/18/1988,Dc,VI1292,Nesting,Sandy Point,Relocate,88,88,48,47,8/14/1988,,8/14/1988,,TRUE,FALSE,FALSE,,,,,0,41,,,,,,,,,12,,43,53,7,0,0,0,0,0,0,0,7,0,0,0,14,67,79.1,0,0,0,0
6808,6/14/1991,Dc,VI1292,Nesting,Sandy Point,In Situ,72,,49,,8/14/1991,,8/14/1991,,TRUE,FALSE,FALSE,,,,,0,60,,,,,,,,,4,,49,59,4,0,0,0,0,0,0,0,3,0,0,1,8,67,88.1,0,0,0,0
6605,4/29/1991,Dc,VI1292,Nesting,Sandy Point,In Situ,74,0,50,0,7/1/1991,,7/1/1991,,TRUE,FALSE,FALSE,,,,,0,35,,,,,,,,,10,,54,41,13,0,3,0,0,0,0,0,4,0,0,6,26,67,61.2,0,0,0,0
7732,4/27/1994,Dc,VI1292,Nesting,Sandy Point,In Situ,0,0,0,0,6/30/1994,,6/30/1994,,TRUE,FALSE,FALSE,,,,,0,0,,,,,,,,,0,,56,64,2,0,0,0,0,0,0,0,1,0,0,0,3,67,95.5,0,0,0,0
5849,4/14/1988,Dc,VI1292,Nesting,Sandy Point,In Situ,72,,52,,6/11/1988,,6/11/1988,,TRUE,FALSE,FALSE,,,,,0,2,,,,,,,,,15,,42,49,10,0,3,0,2,0,0,0,2,0,0,0,17,66,74.2,0,0,0,0
6040,5/31/1988,Dc,VI1292,Nesting,Sandy Point,Relocate,66,66,62,62,7/28/1988,,7/28/1988,,TRUE,FALSE,FALSE,,,,,0,1,,,,,,,,,0,,62,61,0,0,0,0,0,0,0,0,5,0,0,0,5,66,92.4,0,0,0,0
6080,6/8/1988,Dc,VI1292,Nesting,Sandy Point,Relocate,78,78,54,54,8/7/1988,,8/7/1988,,TRUE,FALSE,FALSE,,,,,0,6,,,,,,,,,4,,51,40,10,0,0,0,0,0,0,0,15,0,0,0,25,65,61.5,0,0,0,0
7962,6/1/1994,Dc,VI1292,Nesting,Sandy Point,Relocate,64,64,68,68,8/3/1994,,8/3/1994,,TRUE,FALSE,FALSE,,,,,0,6,,,,30,Dehydrated,,,,2,,72,56,3,0,0,0,0,0,0,0,2,0,0,0,5,61,91.8,0,0,0,0
6645,5/9/1991,Dc,VI1292,Nesting,Sandy Point,In Situ,80,0,47,0,7/12/1991,,7/12/1991,,TRUE,FALSE,FALSE,,,,,0,2,,,,,,,,,0,,42,52,4,0,0,0,0,0,0,0,0,0,0,3,7,59,88.1,0,0,0,0
6710,5/26/1991,Dc,VI1292,Nesting,Sandy Point,In Situ,76,0,41,0,7/24/1991,,7/25/1991,,TRUE,FALSE,FALSE,,,,,0,3,,,,,,,,,1,,60,43,3,0,1,0,0,0,0,0,5,0,0,4,13,56,76.8,0,0,0,0
6400,4/19/1991,Dc,VI1292,Nesting,Sandy Point,In Situ,68,0,47,0,6/23/1991,,6/24/1991,,TRUE,FALSE,FALSE,,,,,0,3,,,,,,,,,1,,49,45,0,0,0,0,0,0,0,0,0,0,0,3,3,48,93.8,0,0,0,0
8057,6/19/1994,Dc,VI1292,Nesting,Sandy Point,Relocate,70,70,58,58,8/19/1994,,8/20/1994,,TRUE,FALSE,FALSE,,,,,0,4,,,,,,,,,2,,55,20,7,0,0,0,0,1,0,0,3,0,1,3,15,35,57.1,0,0,0,0
5955,5/18/1988,Dc,VI1294,Nesting,Sandy Point,Relocate,99,99,30,30,7/15/1988,,7/15/1988,,TRUE,FALSE,FALSE,,,,,0,56,,,,,,,,,8,,24,66,8,0,22,0,1,0,0,0,5,0,0,0,36,102,64.7,0,0,0,0
5924,5/9/1988,Dc,VI1294,Nesting,Sandy Point,Relocate,96,96,19,19,,,7/9/1988,,TRUE,FALSE,FALSE,,,,,0,18,,,,,,,,,4,,18,37,13,0,36,0,2,0,0,0,7,0,0,0,58,95,38.9,0,0,0,0
6004,5/28/1988,Dc,VI1294,Nesting,Sandy Point,Relocate,86,86,37,37,7/25/1988,,7/26/1988,,TRUE,FALSE,FALSE,,,,,0,4,,,,,,,,,1,,35,45,6,0,0,0,2,0,0,0,29,0,0,0,37,82,54.9,0,0,0,0
6072,6/6/1988,Dc,VI1294,Nesting,Sandy Point,In Situ,74,,47,,8/4/1988,,8/4/1988,,TRUE,FALSE,FALSE,,,,,0,2,,,,,,,,,2,,47,52,2,0,1,0,0,0,0,0,19,0,0,0,22,74,70.3,0,0,0,0
5634,4/9/1988,Dc,VI1294,Nesting,Sandy Point,Relocate,75,75,24,24,6/6/1988,,6/7/1988,,TRUE,FALSE,FALSE,,,,,0,2,,,,,,,,,0,,19,11,1,0,11,0,1,0,0,0,49,0,0,0,62,73,15.1,0,0,0,0
6104,6/15/1988,Dc,VI1294,Nesting,Sandy Point,Relocate,73,73,50,50,8/13/1988,,8/14/1988,,TRUE,FALSE,FALSE,,,,,0,7,,,,,,,,,0,,46,52,4,0,1,0,0,0,0,0,14,0,0,0,19,71,73.2,0,0,0,0
6370,5/11/1990,Dc,VI1294,Nesting,Sandy Point,Relocate,71,71,48,48,,,7/17/1990,,TRUE,FALSE,FALSE,,,,,0,0,,,,,,,,,0,,44,0,0,0,0,0,0,0,0,0,68,0,0,0,68,68,0.0,0,0,0,0
6053,6/2/1988,Dc,VI1296,Nesting,Sandy Point,Relocate,75,75,29,29,7/31/1988,,7/31/1988,,TRUE,FALSE,FALSE,,,,,0,16,,,,,,,,,7,,26,49,13,0,5,0,0,0,0,0,9,0,0,0,27,76,64.5,0,0,0,0
5841,4/8/1988,Dc,VI1296,Nesting,Sandy Point,Relocate,70,70,7,7,6/7/1988,,6/9/1988,,TRUE,FALSE,FALSE,,,,,0,4,,,,,,,,,1,,7,27,10,0,11,0,6,0,0,0,14,0,0,0,41,68,39.7,0,0,0,0
5946,5/16/1988,Dc,VI1296,Nesting,Sandy Point,In Situ,63,,32,,7/15/1988,,7/15/1988,,TRUE,FALSE,FALSE,,,,,0,6,,,,,,,,,0,,32,29,5,0,25,0,0,0,0,0,4,0,0,0,34,63,46.0,0,0,0,0
5983,5/24/1988,Dc,VI1296,Nesting,Sandy Point,Relocate,62,62,40,40,7/21/1988,,7/21/1988,,TRUE,FALSE,FALSE,,,,,0,7,,,,,,,,,4,,34,46,4,0,0,0,3,0,0,0,6,0,0,0,13,59,78.0,0,0,0,0
5880,4/25/1988,Dc,VI1296,Nesting,Sandy Point,In Situ,56,,32,,6/23/1988,,6/24/1988,,TRUE,FALSE,FALSE,,,,,0,3,,,,,,,,,0,,22,41,3,0,3,0,4,0,0,0,5,0,0,0,15,56,73.2,0,0,0,0
6114,6/19/1988,Dc,VI1296,Nesting,Sandy Point,Relocate,53,53,38,38,8/18/1988,,8/18/1988,,TRUE,FALSE,FALSE,,,,,0,2,,,,,,,,,0,,38,47,0,0,0,0,0,0,0,0,6,0,0,0,6,53,88.7,0,0,0,0
5896,4/30/1988,Dc,VI1304,Nesting,Sandy Point,Relocate,110,110,15,15,6/30/1988,,7/1/1988,,TRUE,FALSE,FALSE,,,,,0,14,,,,,,,,,9,,18,56,9,0,17,0,2,0,0,0,22,0,0,0,50,106,52.8,0,0,0,0
5956,5/18/1988,Dc,VI1304,Nesting,Sandy Point,In Situ,105,0,28,0,7/18/1988,,7/18/1988,,TRUE,FALSE,FALSE,,,,,0,11,,,,,,,,,6,,28,58,21,0,9,0,1,0,0,0,16,0,0,0,47,105,55.2,0,0,0,0
5865,4/21/1988,Dc,VI1304,Nesting,Sandy Point,In Situ,105,,20,,6/23/1988,,6/23/1988,,TRUE,FALSE,FALSE,,,,,0,10,,,,,,,,,1,,18,28,25,0,31,0,2,0,0,0,12,0,0,0,70,98,28.6,0,0,0,0
5925,5/10/1988,Dc,VI1304,Nesting,Sandy Point,In Situ,102,0,24,,7/10/1988,,7/10/1988,,TRUE,FALSE,FALSE,,,,,0,16,,,,,,,,,4,,32,34,15,0,36,0,2,0,0,0,8,0,0,0,61,95,35.8,0,0,0,0
5997,5/27/1988,Dc,VI1304,Nesting,Sandy Point,Relocate,93,93,51,51,7/25/1988,,7/25/1988,,TRUE,FALSE,FALSE,,,,,0,21,,,,,,,,,1,,39,33,36,0,2,0,1,0,0,0,23,0,0,0,62,95,34.7,0,0,0,0
5845,4/12/1988,Dc,VI1304,Nesting,Sandy Point,Relocate,86,86,16,16,6/11/1988,,6/11/1988,,TRUE,FALSE,FALSE,,,,,0,26,,,,,,,,,0,,15,41,14,0,15,0,1,0,0,0,15,0,0,0,45,86,47.7,0,0,0,0
6062,6/4/1988,Dc,VI1304,Nesting,Sandy Point,Relocate,73,73,64,64,8/3/1988,,8/3/1988,,TRUE,FALSE,FALSE,Night Heron,,,,0,22,,,,,,,,,2,,56,52,13,0,2,0,0,0,0,0,6,0,0,0,21,73,71.2,0,0,0,0
6126,6/23/1988,Dc,VI1304,Nesting,Sandy Point,Relocate,74,74,60,60,8/25/1988,,8/25/1988,,TRUE,FALSE,FALSE,,,,,0,4,,,,,,,,,0,,57,37,18,0,3,0,0,0,0,0,15,0,0,0,36,73,50.7,0,0,0,0
5916,5/6/1988,Dc,VI1304,Nesting,Sandy Point,Relocate,63,63,68,68,7/5/1988,,7/5/1988,,TRUE,FALSE,FALSE,,,,,0,20,,,,,,,,,1,,57,40,4,0,1,0,4,0,0,0,14,0,0,0,23,63,63.5,0,0,0,0
6097,6/13/1988,Dc,VI1307,Nesting,Sandy Point,Relocate,89,89,27,27,8/13/1988,,8/13/1988,,TRUE,FALSE,FALSE,,,,,0,3,,,,,,,,,0,,23,57,4,0,5,0,1,0,0,0,22,0,0,0,32,89,64.0,0,0,0,0
5883,4/28/1988,Dc,VI1307,Nesting,Sandy Point,Relocate,87,87,20,20,6/29/1988,,6/29/1988,,TRUE,FALSE,FALSE,,,,,0,1,,,,,,,,,1,,21,40,3,0,2,0,2,0,0,0,36,0,0,0,43,83,48.2,0,0,0,0
5855,4/19/1988,Dc,VI1307,Nesting,Sandy Point,Relocate,89,87,20,20,,,6/25/1988,,TRUE,FALSE,FALSE,,,,,0,10,,,,,,,,,3,,19,42,23,0,9,0,0,0,0,0,8,0,0,0,40,82,51.2,0,0,0,0
6123,6/22/1988,Dc,VI1307,Nesting,Sandy Point,Relocate,74,74,45,45,8/22/1988,,8/22/1988,,TRUE,FALSE,FALSE,,,,,0,0,,,,,,,,,1,,37,40,6,0,0,0,0,0,0,0,28,0,0,0,34,74,54.1,0,0,0,0
5917,5/7/1988,Dc,VI1307,Nesting,Sandy Point,Relocate,76,76,40,40,7/7/1988,,7/7/1988,,TRUE,FALSE,FALSE,,,,,0,4,,,,,,,,,1,,37,42,9,0,3,0,3,0,0,0,17,0,0,0,32,74,56.8,0,0,0,0
5995,5/26/1988,Dc,VI1307,Nesting,Sandy Point,Relocate,75,75,55,55,7/25/1988,,7/25/1988,,TRUE,FALSE,FALSE,,,,,0,3,,,,,,,,,1,,51,25,8,0,0,0,4,0,0,0,28,0,0,0,40,65,38.5,0,0,0,0
5992,5/25/1988,Dc,VI1308,Nesting,Sandy Point,In Situ,82,,51,,7/24/1988,,7/24/1988,,TRUE,FALSE,FALSE,,,,,0,0,,,,,,,,,1,,51,67,3,0,2,0,0,0,0,0,19,0,0,0,24,91,73.6,0,0,0,0
5878,4/24/1988,Dc,VI1308,Nesting,Sandy Point,Relocate,90,90,33,33,,,6/28/1988,,TRUE,FALSE,FALSE,,,,,0,5,,,,,,,,,5,,33,47,13,0,10,0,2,0,0,0,18,0,0,0,43,90,52.2,0,0,0,0
5913,5/5/1988,Dc,VI1308,Nesting,Sandy Point,In Situ,89,,31,,7/2/1988,,7/2/1988,,TRUE,FALSE,FALSE,,,,,0,14,,,,,,,,,3,,35,63,12,0,1,0,0,0,0,0,11,0,0,0,24,87,72.4,0,0,0,0
6059,6/3/1988,Dc,VI1308,Nesting,Sandy Point,Relocate,85,85,61,61,8/3/1988,,8/3/1988,,TRUE,FALSE,FALSE,,,,,0,25,,,,,,,,,2,,47,44,15,0,1,0,0,0,0,0,25,0,0,0,41,85,51.8,0,0,0,0
5947,5/16/1988,Dc,VI1308,Nesting,Sandy Point,Relocate,83,83,67,67,7/16/1988,,7/16/1988,,TRUE,FALSE,FALSE,,,,,0,11,,,,,,,,,0,,63,47,9,0,1,0,0,0,0,0,27,0,0,0,37,84,56.0,0,0,0,0
6116,6/20/1988,Dc,VI1308,Nesting,Sandy Point,Relocate,77,77,57,57,8/19/1988,,8/19/1988,,TRUE,FALSE,FALSE,,,,,0,7,,,,,,,,,1,,57,61,2,0,2,0,2,0,0,0,10,0,0,0,16,77,79.2,0,0,0,0
6094,6/12/1988,Dc,VI1308,Nesting,Sandy Point,Relocate,73,73,70,70,8/11/1988,,8/11/1988,,TRUE,FALSE,FALSE,,,,,0,6,,,,,,,,,0,,67,54,7,0,0,0,0,0,0,0,12,0,0,0,19,73,74.0,0,0,0,0
7651,4/7/1994,Dc,VI1310,Nesting,Sandy Point,In Situ,102,0,13,0,6/11/1994,,6/11/1994,,TRUE,FALSE,FALSE,,,,,0,6,,,,,,,,,9,,14,48,12,0,36,0,0,4,0,0,2,0,1,0,55,103,46.6,0,0,0,0
5965,5/20/1988,Dc,VI1310,Nesting,Sandy Point,Relocate,102,102,45,45,,,7/22/1988,,TRUE,FALSE,FALSE,,,,,0,5,,,,,,,,,3,,43,35,11,0,42,0,1,0,0,0,13,0,0,0,67,102,34.3,0,0,0,0
7073,5/13/1992,Dc,VI1310,Nesting,Sandy Point,Relocate,102,102,53,51,,,7/17/1992,,TRUE,FALSE,FALSE,,,,,0,59,,,,,,,,,3,,45,59,13,0,4,0,0,3,1,0,13,0,2,6,42,101,58.4,3,0,0,3
5931,5/12/1988,Dc,VI1310,Nesting,Sandy Point,In Situ,100,,41,,7/10/1988,,7/10/1988,,TRUE,FALSE,FALSE,,,,,0,23,,,,,,,,,4,,47,59,12,0,14,0,3,0,0,0,12,0,0,0,41,100,59.0,0,0,0,0
6976,4/23/1992,Dc,VI1310,Nesting,Sandy Point,In Situ,0,0,0,0,7/5/1992,,7/6/1992,,TRUE,FALSE,FALSE,,,,,0,10,,,,,,,,,0,,53,53,8,0,30,0,0,1,0,0,5,0,1,1,46,99,53.5,0,0,0,0
6940,4/14/1992,Dc,VI1310,Nesting,Sandy Point,In Situ,0,0,0,0,6/19/1992,,6/19/1992,,TRUE,FALSE,FALSE,,,,,0,39,,,,,,,,,13,,45,68,17,0,8,0,0,0,0,0,0,0,0,3,28,96,70.8,0,0,0,0
5858,4/19/1988,Dc,VI1310,Nesting,Sandy Point,In Situ,90,,34,,6/23/1988,,6/27/1988,,TRUE,FALSE,FALSE,,,,,0,8,,,,,,,,,5,,31,28,8,0,55,0,0,0,0,0,4,0,0,0,67,95,29.5,0,0,0,0
7231,6/7/1992,Dc,VI1310,Nesting,Sandy Point,In Situ,0,0,0,0,8/8/1992,,8/8/1992,,TRUE,FALSE,FALSE,,,,,0,10,,,,,,,,,0,,41,57,21,0,2,0,0,0,0,0,7,0,1,2,33,90,63.3,0,0,0,0
6079,6/8/1988,Dc,VI1310,Nesting,Sandy Point,In Situ,86,,50,,8/7/1988,,8/7/1988,,TRUE,FALSE,FALSE,,,,,0,9,,,,,,,,,5,,51,78,3,0,3,0,0,0,0,0,5,0,0,0,11,89,87.6,0,0,0,0
7280,6/24/1992,Dc,VI1310,Nesting,Sandy Point,In Situ,0,0,0,0,8/22/1992,,8/23/1992,,TRUE,FALSE,FALSE,,,,,0,6,,,,,,,,,1,,43,49,25,0,5,0,0,1,0,0,5,0,0,3,39,88,55.7,0,0,0,0
